1	338
3	338
380	342
111	471
61	497
242	518
111	536
111	47481
2495	47373
111	47497
2515	47513
2515	47466
199	1517
658	538
292	47626
147	337
147	47626
153	541
4064	47624
4064	47290
4906	36050
3394	47777
4906	47513
4906	47630
147	27429
811	47631
147	525
154	525
147	47895
4071	47857
147	47903
91	593
147	469
2147	47910
161	525
2658	47960
1615	25139
4035	47960
4285	44921
422	48002
445087	47947
4761	24922
1254	44921
445087	48058
4906	47860
445087	48074
445087	48078
4798	48078
797	48096
445087	48091
445087	48103
4926	47721
1891	46135
1573	48128
209	10714
209	12892
2257	48257
2260	47509
4285	44921
4285	48060
4285	48259
4134	48125
209	45257
4833	48383
445087	48429
3408	47008
3408	44234
3408	44226
1553	32416
2260	47509
1965	48523
1254	44921
2257	48523
1820	39433
4918	47714
5021	48383
5021	48369
4729	48259
4596	48502
3394	48547
4729	46946
3394	48547
4596	48065
4729	46940
1944	48583
4729	47256
2655	43526
2655	41808
3055	48571
2515	48533
1944	48592
577	48322
5021	42535
2257	48571
2655	2962
1968	48646
2653	48266
227	22370
1996	48675
5076	48519
3848	47777
5076	48778
4918	48809
481	24840
4489	48257
4489	48654
828	47177
909	48879
2030	23295
1412	48905
1879	48915
2443	48689
369	48938
233	48938
3446	48905
3446	48905
364	49029
2653	48948
146637	48942
1790	49080
825	49078
1694	49097
781	6517
1412	48905
2975	49167
4960	48948
1666	49185
4489	45741
364	49197
2653	49199
4997	48689
2653	49233
2783	47290
720	49233
4285	49125
209	17392
4491	44261
1196	49240
4596	41088
832	41589
46	47380
3641	49218
1772	48605
952	49284
267	47836
905	48547
3394	48547
718	49218
372	49346
2260	49311
4433	49364
184	49345
1127460	49346
1127460	49346
1127460	49363
4021	45811
4021	45293
959	49397
3394	47841
4052	39433
3955	49266
1968	49373
1008	49404
1008	49424
1908	46507
959	49451
1908	49479
5083	49493
1709	49133
1709	49082
2257	49311
5083	49505
832	49466
954	49505
999	49528
2961	49549
3377	49538
4919	48777
1709	49606
1385358	49606
1920	49654
1944	49683
5056	49606
1242	49598
4926	49666
1944	49742
2385	24401
1412	49731
1412	24161
2385	22595
3043	30262
157	24401
1790	49815
2975	49802
2975	49815
383	49813
5083	22595
4309	49802
1790	49825
2194	49773
2361	49804
4725	49743
974	40523
3655	49796
3377	40810
2975	49802
2992	49822
4309	49802
2757	49891
1612	49665
1965	49885
1196	49893
999	49528
1908	49893
4918	49891
1196	49893
5083	49949
1554	49949
730	23353
1709	49896
5058	49975
567	50001
3381	49973
1815	49109
5083	49981
3619	50058
3619	50058
770	50061
770	50048
3474	50060
5119	50130
3208	50140
327	46940
3279	50080
3415	50128
4489	48684
3641	50177
672	50067
363	45316
572	50203
672	50021
2536	50185
825	50066
4544	50059
3208	50140
4544	50059
5058	50218
2257	50243
4279	50267
1965	50243
5190	50180
161	50203
2257	50243
1375	14960
4725	50281
1965	50243
4725	50080
2257	50243
1996	50265
1220	50337
1220	50338
1965	50243
4264	46391
35	50338
5119	50352
2257	50352
2257	50243
1965	50243
1385358	50336
2257	50243
2600	50338
3462	37784
