VoteTypeId	PostId	Id	CreationDate	UserId	BountyAmount
2	112	306	2010-07-20		
2	141	308	2010-07-20		
2	111	310	2010-07-20		
2	60	311	2010-07-20		
2	65	312	2010-07-20		
2	17	313	2010-07-20		
2	59	314	2010-07-20		
3	23	315	2010-07-20		
3	33	316	2010-07-20		
3	39	317	2010-07-20		
2	109	318	2010-07-20		
2	146	319	2010-07-20		
2	85	320	2010-07-20		
2	72	321	2010-07-20		
1	72	322	2010-07-20		
2	67	323	2010-07-20		
2	144	324	2010-07-20		
2	120	325	2010-07-20		
2	151	326	2010-07-20		
2	67	327	2010-07-20		
2	72	328	2010-07-20		
2	118	330	2010-07-20		
2	122	331	2010-07-20		
2	151	332	2010-07-20		
2	149	333	2010-07-20		
2	122	334	2010-07-20		
2	149	335	2010-07-20		
2	105	336	2010-07-20		
2	153	337	2010-07-20		
2	128	338	2010-07-20		
2	143	339	2010-07-20		
2	109	340	2010-07-20		
2	8	341	2010-07-20		
2	54	342	2010-07-20		
2	79	343	2010-07-20		
2	149	344	2010-07-20		
2	159	345	2010-07-20		
2	155	346	2010-07-20		
2	151	347	2010-07-20		
1	151	348	2010-07-20		
2	85	349	2010-07-20		
2	36	350	2010-07-20		
3	161	351	2010-07-20		
2	157	353	2010-07-20		
2	160	354	2010-07-20		
5	162	355	2010-07-20	107	
2	157	356	2010-07-20		
3	159	357	2010-07-20		
2	155	358	2010-07-20		
3	160	359	2010-07-20		
3	161	361	2010-07-20		
3	27	362	2010-07-20		
2	91	363	2010-07-20		
2	152	364	2010-07-20		
2	7	365	2010-07-20		
3	157	366	2010-07-20		
2	160	367	2010-07-20		
2	103	368	2010-07-20		
2	163	369	2010-07-20		
2	168	370	2010-07-20		
2	171	372	2010-07-20		
2	162	373	2010-07-20		
2	71	374	2010-07-20		
2	171	375	2010-07-20		
2	173	376	2010-07-20		
2	159	377	2010-07-20		
2	149	378	2010-07-20		
2	166	379	2010-07-20		
2	171	380	2010-07-20		
2	151	381	2010-07-20		
10	172	382	2010-07-20		
2	157	383	2010-07-20		
2	60	384	2010-07-20		
2	88	385	2010-07-20		
2	124	386	2010-07-20		
2	143	387	2010-07-20		
2	169	388	2010-07-20		
2	118	389	2010-07-20		
5	118	390	2010-07-20	123	
2	84	391	2010-07-20		
2	125	392	2010-07-20		
2	156	393	2010-07-20		
2	137	394	2010-07-20		
5	154	395	2010-07-20	123	
1	181	396	2010-07-20		
2	181	397	2010-07-20		
2	174	398	2010-07-20		
2	169	399	2010-07-20		
2	71	400	2010-07-20		
2	146	401	2010-07-20		
2	176	402	2010-07-20		
2	47	403	2010-07-20		
2	55	404	2010-07-20		
2	88	405	2010-07-20		
2	90	406	2010-07-20		
5	90	407	2010-07-20	123	
3	122	409	2010-07-20		
2	167	410	2010-07-20		
2	151	411	2010-07-20		
2	170	412	2010-07-20		
2	11	413	2010-07-20		
2	22	414	2010-07-20		
2	60	415	2010-07-20		
2	49	416	2010-07-20		
2	98	417	2010-07-20		
2	146	418	2010-07-20		
2	88	420	2010-07-20		
2	184	421	2010-07-20		
2	122	422	2010-07-20		
2	149	423	2010-07-20		
2	170	424	2010-07-20		
2	181	425	2010-07-20		
2	185	428	2010-07-20		
2	180	430	2010-07-20		
2	183	431	2010-07-20		
1	183	432	2010-07-20		
2	176	433	2010-07-20		
2	168	434	2010-07-20		
2	60	435	2010-07-20		
2	7	436	2010-07-20		
2	5	437	2010-07-20		
5	5	438	2010-07-20	123	
2	196	439	2010-07-20		
2	176	440	2010-07-20		
3	30	441	2010-07-20		
2	199	442	2010-07-20		
2	199	443	2010-07-20		
3	25	444	2010-07-20		
2	49	445	2010-07-20		
2	199	446	2010-07-20		
2	181	447	2010-07-20		
2	199	448	2010-07-20		
3	60	449	2010-07-20		
2	130	450	2010-07-21		
2	154	451	2010-07-21		
2	154	453	2010-07-21		
2	130	454	2010-07-21		
2	203	455	2010-07-21		
2	7	457	2010-07-21		
2	5	458	2010-07-21		
2	204	459	2010-07-21		
3	186	464	2010-07-21		
2	188	466	2010-07-21		
2	158	468	2010-07-21		
2	206	469	2010-07-21		
2	165	470	2010-07-21		
2	198	471	2010-07-21		
2	143	477	2010-07-21		
2	163	478	2010-07-21		
2	55	479	2010-07-21		
2	55	480	2010-07-21		
2	29	481	2010-07-21		
2	207	482	2010-07-21		
3	208	484	2010-07-21		
3	208	485	2010-07-21		
2	211	488	2010-07-21		
2	204	489	2010-07-21		
2	211	490	2010-07-21		
3	208	491	2010-07-21		
2	203	492	2010-07-21		
2	176	493	2010-07-21		
2	211	494	2010-07-21		
2	139	495	2010-07-21		
2	210	496	2010-07-21		
2	201	497	2010-07-21		
2	171	498	2010-07-21		
2	204	499	2010-07-21		
2	211	501	2010-07-21		
2	201	502	2010-07-21		
2	143	503	2010-07-21		
2	183	504	2010-07-21		
2	206	505	2010-07-21		
3	208	506	2010-07-21		
3	2	507	2010-07-21		
3	161	508	2010-07-21		
2	201	509	2010-07-21		
2	155	510	2010-07-21		
2	155	511	2010-07-21		
2	153	512	2010-07-21		
2	162	513	2010-07-21		
2	1	514	2010-07-21		
2	125	515	2010-07-21		
2	206	516	2010-07-21		
2	88	517	2010-07-21		
2	206	520	2010-07-21		
2	55	521	2010-07-21		
2	205	522	2010-07-21		
5	29	523	2010-07-21	123	
2	29	524	2010-07-21		
2	45	525	2010-07-21		
2	215	529	2010-07-21		
2	206	530	2010-07-21		
5	206	531	2010-07-21	123	
2	211	532	2010-07-21		
5	206	533	2010-07-21	59	
2	216	535	2010-07-21		
2	158	536	2010-07-21		
2	163	537	2010-07-21		
2	160	538	2010-07-21		
2	215	539	2010-07-21		
2	213	540	2010-07-21		
5	213	541	2010-07-21	51	
2	211	542	2010-07-21		
2	204	543	2010-07-21		
2	221	544	2010-07-21		
2	164	545	2010-07-21		
5	164	546	2010-07-21	123	
3	208	548	2010-07-21		
2	213	549	2010-07-21		
2	176	550	2010-07-21		
2	211	554	2010-07-21		
1	211	555	2010-07-21		
2	183	556	2010-07-21		
2	194	557	2010-07-21		
2	199	558	2010-07-21		
2	171	562	2010-07-21		
2	197	563	2010-07-21		
2	151	565	2010-07-21		
2	176	566	2010-07-21		
5	51	567	2010-07-21	59	
2	130	569	2010-07-21		
2	164	570	2010-07-21		
2	181	571	2010-07-21		
2	169	572	2010-07-21		
2	174	573	2010-07-21		
2	183	574	2010-07-21		
3	208	575	2010-07-21		
2	225	577	2010-07-21		
2	141	578	2010-07-21		
2	199	580	2010-07-21		
2	170	581	2010-07-21		
5	213	586	2010-07-21	85	
2	213	587	2010-07-21		
2	225	588	2010-07-21		
2	222	589	2010-07-21		
2	222	590	2010-07-21		
2	226	591	2010-07-21		
10	208	592	2010-07-21		
2	223	593	2010-07-21		
2	157	594	2010-07-21		
2	188	596	2010-07-21		
2	227	597	2010-07-21		
1	70	598	2010-07-21		
2	170	599	2010-07-21		
2	196	600	2010-07-21		
2	200	601	2010-07-21		
2	230	602	2010-07-21		
2	217	603	2010-07-21		
2	231	604	2010-07-21		
2	49	605	2010-07-21		
2	228	606	2010-07-21		
2	229	607	2010-07-21		
2	197	608	2010-07-21		
2	196	609	2010-07-21		
2	60	610	2010-07-21		
2	140	611	2010-07-21		
1	49	612	2010-07-21		
2	226	613	2010-07-21		
2	181	614	2010-07-21		
5	90	615	2010-07-21	114	
2	51	618	2010-07-21		
2	229	619	2010-07-21		
2	197	620	2010-07-21		
2	196	621	2010-07-21		
2	180	623	2010-07-21		
2	176	624	2010-07-21		
2	107	625	2010-07-21		
5	3	626	2010-07-21	114	
2	124	627	2010-07-21		
2	231	628	2010-07-21		
2	230	629	2010-07-21		
2	187	631	2010-07-21		
5	187	632	2010-07-21	59	
1	231	633	2010-07-21		
2	226	634	2010-07-21		
2	205	635	2010-07-21		
2	234	636	2010-07-21		
2	86	638	2010-07-21		
2	160	639	2010-07-21		
2	209	640	2010-07-21		
2	47	641	2010-07-21		
2	55	642	2010-07-21		
2	235	643	2010-07-21		
2	86	644	2010-07-21		
2	73	645	2010-07-21		
2	86	646	2010-07-21		
2	233	647	2010-07-21		
2	73	648	2010-07-21		
2	184	649	2010-07-21		
2	132	650	2010-07-21		
2	230	651	2010-07-21		
2	237	652	2010-07-21		
2	237	653	2010-07-21		
2	151	654	2010-07-21		
2	150	655	2010-07-21		
2	182	656	2010-07-21		
2	237	657	2010-07-21		
2	238	658	2010-07-21		
2	238	662	2010-07-21		
5	237	663	2010-07-21	82	
1	199	664	2010-07-21		
2	199	665	2010-07-21		
2	225	666	2010-07-21		
2	238	667	2010-07-21		
2	215	668	2010-07-21		
2	216	669	2010-07-21		
2	9	670	2010-07-21		
2	132	671	2010-07-21		
2	207	672	2010-07-21		
2	211	673	2010-07-21		
2	241	674	2010-07-21		
2	181	675	2010-07-21		
2	241	676	2010-07-21		
2	169	677	2010-07-21		
2	174	678	2010-07-21		
2	241	679	2010-07-21		
2	122	680	2010-07-21		
2	120	681	2010-07-21		
2	168	682	2010-07-21		
3	241	684	2010-07-21		
2	242	685	2010-07-21		
2	243	686	2010-07-21		
3	241	687	2010-07-21		
2	242	688	2010-07-21		
2	151	690	2010-07-21		
2	181	691	2010-07-21		
2	246	692	2010-07-21		
2	150	693	2010-07-21		
2	122	696	2010-07-21		
2	107	697	2010-07-21		
2	229	698	2010-07-21		
1	168	699	2010-07-21		
10	131	700	2010-07-21		
2	250	702	2010-07-21		
2	250	703	2010-07-21		
3	23	704	2010-07-21		
2	251	705	2010-07-21		
2	216	706	2010-07-21		
2	254	708	2010-07-21		
2	137	709	2010-07-21		
3	247	715	2010-07-21		
2	250	716	2010-07-21		
5	250	717	2010-07-21	123	
2	150	718	2010-07-21		
2	141	720	2010-07-21		
2	242	721	2010-07-21		
2	243	722	2010-07-21		
2	240	723	2010-07-21		
2	194	725	2010-07-21		
2	248	729	2010-07-21		
2	248	730	2010-07-21		
2	235	731	2010-07-21		
2	170	732	2010-07-21		
2	250	733	2010-07-21		
2	125	734	2010-07-21		
2	234	735	2010-07-21		
2	168	736	2010-07-21		
2	179	737	2010-07-21		
3	196	738	2010-07-21		
2	140	739	2010-07-21		
2	259	740	2010-07-21		
2	160	741	2010-07-21		
2	259	743	2010-07-21		
2	255	744	2010-07-21		
3	198	745	2010-07-21		
2	254	747	2010-07-21		
2	250	748	2010-07-21		
10	257	749	2010-07-21		
2	259	750	2010-07-21		
2	255	751	2010-07-21		
2	255	752	2010-07-21		
2	259	753	2010-07-21		
2	255	754	2010-07-21		
2	258	755	2010-07-21		
2	255	756	2010-07-21		
2	250	757	2010-07-21		
5	250	758	2010-07-21	67	
2	260	759	2010-07-21		
2	258	760	2010-07-21		
2	251	761	2010-07-21		
2	258	762	2010-07-21		
1	171	763	2010-07-21		
2	200	764	2010-07-21		
2	248	765	2010-07-21		
2	176	767	2010-07-21		
2	49	768	2010-07-21		
2	260	769	2010-07-21		
2	262	770	2010-07-21		
5	262	771	2010-07-21	51	
2	258	773	2010-07-21		
2	262	774	2010-07-21		
2	259	775	2010-07-21		
5	255	776	2010-07-21	16	
2	255	777	2010-07-21		
2	259	778	2010-07-21		
2	262	779	2010-07-21		
3	198	781	2010-07-21		
2	261	782	2010-07-21		
2	233	783	2010-07-21		
2	142	784	2010-07-21		
2	238	785	2010-07-21		
2	258	787	2010-07-21		
2	260	788	2010-07-21		
2	253	792	2010-07-21		
2	231	793	2010-07-21		
2	258	794	2010-07-21		
2	168	795	2010-07-21		
2	168	796	2010-07-21		
2	243	797	2010-07-21		
2	262	798	2010-07-21		
5	262	799	2010-07-21	123	
2	261	800	2010-07-21		
2	238	802	2010-07-21		
2	266	803	2010-07-21		
2	266	805	2010-07-21		
2	187	806	2010-07-21		
2	113	807	2010-07-21		
5	113	808	2010-07-21	123	
2	132	809	2010-07-21		
3	269	810	2010-07-21		
2	219	811	2010-07-21		
2	83	812	2010-07-21		
5	83	813	2010-07-21	157	
2	151	814	2010-07-21		
2	266	815	2010-07-21		
2	262	816	2010-07-21		
2	168	817	2010-07-21		
2	163	818	2010-07-21		
1	163	819	2010-07-21		
2	217	822	2010-07-21		
2	202	823	2010-07-21		
2	154	824	2010-07-21		
10	269	825	2010-07-21		
2	80	826	2010-07-21		
2	91	827	2010-07-21		
2	263	828	2010-07-21		
2	273	829	2010-07-21		
2	271	830	2010-07-21		
5	3	831	2010-07-21	157	
2	255	832	2010-07-21		
2	259	834	2010-07-21		
2	7	835	2010-07-21		
2	16	836	2010-07-21		
2	122	837	2010-07-21		
2	120	838	2010-07-21		
2	273	839	2010-07-21		
2	86	840	2010-07-21		
2	73	842	2010-07-21		
2	122	843	2010-07-21		
2	120	844	2010-07-21		
2	273	845	2010-07-21		
2	211	846	2010-07-21		
5	213	847	2010-07-21	157	
2	213	848	2010-07-21		
2	55	849	2010-07-21		
2	38	850	2010-07-21		
5	29	851	2010-07-21	122	
2	29	852	2010-07-21		
2	263	853	2010-07-21		
2	236	854	2010-07-21		
2	118	856	2010-07-21		
2	265	857	2010-07-21		
2	55	858	2010-07-21		
2	1	859	2010-07-21		
2	2	860	2010-07-21		
2	3	861	2010-07-21		
2	67	862	2010-07-21		
2	59	863	2010-07-21		
2	58	864	2010-07-21		
2	223	865	2010-07-21		
2	57	866	2010-07-21		
2	56	867	2010-07-21		
2	51	868	2010-07-21		
2	29	869	2010-07-21		
2	22	870	2010-07-21		
2	20	871	2010-07-21		
2	18	872	2010-07-21		
2	11	873	2010-07-21		
2	10	875	2010-07-21		
2	8	876	2010-07-21		
2	6	877	2010-07-21		
2	5	878	2010-07-21		
2	120	879	2010-07-21		
2	118	880	2010-07-21		
2	113	881	2010-07-21		
2	112	882	2010-07-21		
2	107	883	2010-07-21		
2	101	884	2010-07-21		
2	98	885	2010-07-21		
2	97	886	2010-07-21		
2	90	887	2010-07-21		
2	83	888	2010-07-21		
2	81	889	2010-07-21		
2	77	890	2010-07-21		
3	150	891	2010-07-21		
2	221	892	2010-07-21		
2	221	893	2010-07-21		
2	261	894	2010-07-21		
2	211	895	2010-07-21		
5	275	896	2010-07-21	122	
2	273	897	2010-07-21		
1	273	898	2010-07-21		
2	158	901	2010-07-21		
2	277	902	2010-07-21		
2	168	903	2010-07-21		
2	171	904	2010-07-21		
2	162	905	2010-07-21		
2	248	906	2010-07-21		
2	281	907	2010-07-21		
2	273	908	2010-07-21		
2	273	910	2010-07-21		
2	271	911	2010-07-21		
2	273	912	2010-07-21		
2	15	914	2010-07-21		
2	6	915	2010-07-21		
5	6	916	2010-07-21	123	
2	281	917	2010-07-21		
2	285	920	2010-07-21		
2	81	921	2010-07-21		
5	81	922	2010-07-21	123	
2	286	925	2010-07-21		
2	168	926	2010-07-21		
2	285	927	2010-07-21		
2	56	930	2010-07-21		
5	56	931	2010-07-21	123	
2	86	932	2010-07-21		
3	287	933	2010-07-21		
1	248	935	2010-07-21		
2	289	937	2010-07-21		
2	290	939	2010-07-21		
2	287	940	2010-07-21		
3	241	941	2010-07-21		
2	287	944	2010-07-21		
2	293	945	2010-07-21		
2	73	946	2010-07-21		
2	283	947	2010-07-21		
2	81	948	2010-07-21		
5	81	949	2010-07-21	122	
2	222	950	2010-07-21		
2	86	952	2010-07-21		
2	266	953	2010-07-21		
2	90	955	2010-07-21		
5	90	956	2010-07-21	122	
2	262	957	2010-07-21		
2	290	959	2010-07-21		
1	109	961	2010-07-21		
2	259	962	2010-07-21		
2	284	963	2010-07-21		
2	147	964	2010-07-21		
2	119	965	2010-07-21		
2	103	966	2010-07-21		
2	152	967	2010-07-21		
1	78	968	2010-07-21		
2	293	971	2010-07-21		
2	294	972	2010-07-21		
2	289	973	2010-07-21		
2	283	974	2010-07-21		
2	291	975	2010-07-21		
2	290	976	2010-07-21		
2	287	979	2010-07-21		
2	290	980	2010-07-21		
2	292	981	2010-07-21		
5	287	982	2010-07-21	59	
2	259	983	2010-07-21		
2	149	984	2010-07-21		
2	248	985	2010-07-21		
1	290	986	2010-07-21		
2	49	987	2010-07-21		
2	298	988	2010-07-21		
3	39	989	2010-07-21		
2	210	990	2010-07-21		
10	192	991	2010-07-21		
2	193	992	2010-07-21		
2	261	993	2010-07-21		
2	259	994	2010-07-21		
2	255	995	2010-07-21		
2	124	996	2010-07-21		
2	123	997	2010-07-21		
2	122	998	2010-07-21		
2	109	1001	2010-07-21		
2	233	1002	2010-07-21		
2	119	1003	2010-07-21		
5	90	1004	2010-07-21	157	
5	287	1005	2010-07-21	123	
5	81	1006	2010-07-21	157	
2	81	1007	2010-07-21		
2	227	1008	2010-07-21		
2	290	1009	2010-07-21		
2	287	1010	2010-07-21		
2	302	1011	2010-07-21		
2	237	1012	2010-07-21		
2	122	1013	2010-07-21		
2	149	1014	2010-07-21		
5	262	1015	2010-07-21	114	
2	299	1016	2010-07-21		
2	170	1017	2010-07-21		
5	275	1018	2010-07-21	114	
2	120	1020	2010-07-21		
2	242	1021	2010-07-21		
2	198	1022	2010-07-21		
2	297	1023	2010-07-21		
2	287	1024	2010-07-21		
2	211	1025	2010-07-21		
2	248	1026	2010-07-21		
2	290	1027	2010-07-21		
2	226	1028	2010-07-21		
3	298	1029	2010-07-21		
2	119	1030	2010-07-21		
2	94	1031	2010-07-21		
2	218	1032	2010-07-21		
2	283	1033	2010-07-21		
2	271	1034	2010-07-21		
2	201	1035	2010-07-21		
2	211	1036	2010-07-21		
2	205	1039	2010-07-21		
2	274	1040	2010-07-21		
2	266	1041	2010-07-21		
2	237	1042	2010-07-21		
5	237	1043	2010-07-21	89	
2	299	1045	2010-07-21		
2	293	1047	2010-07-21		
2	296	1048	2010-07-21		
2	290	1049	2010-07-21		
2	122	1050	2010-07-21		
2	120	1051	2010-07-21		
2	15	1052	2010-07-21		
2	277	1053	2010-07-21		
2	303	1054	2010-07-21		
2	71	1055	2010-07-21		
2	78	1056	2010-07-21		
2	152	1057	2010-07-21		
2	286	1058	2010-07-21		
2	218	1059	2010-07-21		
2	177	1060	2010-07-21		
2	144	1061	2010-07-21		
2	229	1062	2010-07-21		
2	197	1063	2010-07-21		
2	306	1064	2010-07-21		
2	290	1065	2010-07-21		
2	271	1066	2010-07-21		
2	273	1067	2010-07-21		
2	259	1068	2010-07-21		
2	87	1069	2010-07-21		
2	214	1071	2010-07-21		
2	280	1072	2010-07-21		
5	196	1073	2010-07-21	123	
2	162	1074	2010-07-21		
2	308	1075	2010-07-21		
2	275	1076	2010-07-21		
5	275	1077	2010-07-21	85	
1	308	1078	2010-07-21		
2	290	1079	2010-07-21		
2	15	1080	2010-07-21		
2	49	1081	2010-07-21		
2	306	1082	2010-07-21		
2	307	1083	2010-07-21		
2	298	1084	2010-07-21		
2	227	1085	2010-07-21		
2	306	1086	2010-07-21		
2	122	1087	2010-07-21		
5	250	1088	2010-07-21	166	
2	296	1089	2010-07-21		
2	266	1090	2010-07-21		
2	296	1091	2010-07-21		
2	290	1092	2010-07-21		
2	289	1093	2010-07-21		
2	308	1094	2010-07-21		
2	200	1095	2010-07-21		
2	158	1096	2010-07-21		
2	153	1097	2010-07-21		
2	290	1098	2010-07-21		
2	86	1099	2010-07-21		
2	301	1101	2010-07-21		
2	287	1102	2010-07-21		
2	290	1103	2010-07-21		
5	311	1104	2010-07-21	123	
2	303	1105	2010-07-21		
2	308	1106	2010-07-21		
2	307	1107	2010-07-21		
3	287	1108	2010-07-21		
2	120	1109	2010-07-21		
2	271	1110	2010-07-21		
2	290	1111	2010-07-21		
2	311	1112	2010-07-21		
2	213	1113	2010-07-21		
2	266	1114	2010-07-21		
